X,Y
529043.530157616,0.0194498129040476
640973.613853855,0.139425199600997
776584.81814241,0.573388149555321
940887.373106104,2.009153844356
1139951.52646438,5.48662583135561
1381131.81219399,18.6855965581496
1673338.76780755,51.1016209860408
2027368.13903351,84.26577387435
2456299.73454419,120.980573937431
2975980.66663813,239.888944978585
3605610.83146777,303.853925582041
4368452.25969962,264.930134041488
5292688.54495488,263.320748067883
6412466.10208411,321.536518727854
7769155.72513221,222.28700266328
9412881.05394226,128.529225064323
11404370.4194329,100.989837259578
13817200.4849848,75.2626184329438
16740514.576495,39.0329972598404
20282316.1312876,22.8844210882116
24573458.9441526,22.5572998810353
29772481.6323341,16.1960482312089
36071464.9314193,9.3848239260264
43703128.2231277,8.0502689178317
52949427.4800995,8.12873618482819
64151972.2834539,5.20833201194362
77724646.7755255,3.27605298898995
94168900.8357789,3.700952053156
114092276.420755,2.77994899732018
138230853.533804,1.87594824790191
167476445.103238,1.30478072214902
202909545.498529,1.60026055982701
245839249.985511,1.06503186524938
297851619.966674,0.657656544170493
360868280.886802,0.736335778060209
437217417.735605,0.740383452597658
529719791.115013,0.415231515214579
641792951.78176,0.364830687828863
777577503.928512,0.55135948644618
942090082.069484,0.329777568221584
1141408693.34523,0.249291145833643
1382897272.81937,0.171704166850115
1675477748.08547,0.31079439043957
2029959664.75974,0.200421434466498
2459439551.05351,0.149006082897301
2979784776.16805,0.149328439287014
3610219778.92463,0.153918677530872
4374036325.16698,0.124322234816451
5299454034.78431,0.0554934840082392
6420662970.99616,0.144073449654802
7779086810.93014,0.0843683288243278
9424913266.02035,0.091643895393502
11418948294.4445,0.0405697697070636
13834862610.4922,0.0853712470923019
16761913489.3811,0.0501494775049336
20308242426.0881,0.0189873859597877
24604870482.0031,0.0345068393313226
29810538929.6736,0.00557432983565206
36117574035.9044,0.0101305416356952
43758992660.832,0
53017111193.2159,0.0148706569221187
64233975883.767,0.00300280857951062
77823999930.8813,0
94289274202.8196,0.00220391652265455
114238117259.335,0.00267020057449194
138407550013.439,0
167690525371.969,0
203168918868.926,0
246153499148.545,0.00575358935010753
298232355029.478,0.00348543999514629
361329568314.424,0
437776300044.25,0
530396916517.122,0
642613337045.507,0
