874996.623726521,0.123359047395137
1103870.05957815,0.224793333033953
1392610.06887487,1.43977817753097
1756875.99016212,5.76563645916896
2216423.18535143,12.8896542236999
2796174.43921586,39.2240082749975
3527571.60554809,80.2489472215111
4450280.80428299,101.039293610049
5614343.6481405,169.023172737316
7082891.1670202,244.176238660279
8935567.6153647,204.596782071019
11272849.8470414,230.532796610191
14221496.5119207,247.740275105624
17941422.6023471,164.228073946115
22634372.1792002,157.668702910258
28554859.6285521,158.862580082561
36023972.8299425,98.1890311988899
45446786.8283559,92.759693165454
57334332.4117014,90.0791505390884
72331311.0233892,56.0327835535038
91251059.0826116,51.8499984833003
115119657.944617,47.0552524773121
145231581.731976,26.4469838005958
183219901.005255,23.9584832941685
231144849.653485,21.4420141005707
291605558.283758,12.0353827643302
367881013.786197,12.4146661847597
464107889.784,11.5583413346778
585504892.309936,6.83403549123803
738655787.727331,6.97187244477581
931866462.448387,6.79977002405043
1175615378.99521,4.72081226701756
1483121858.14563,5.20692939902647
1871063007.00947,3.90699834649094
2360478174.44786,2.4193402768287
2977909985.4848,2.98383655149456
3756843836.83164,2.84479191784792
4739523922.19209,1.41381145048015
5979244276.48701,2.14949442190265
7543239090.007,2.07707673874984
9516329043.91731,1.15551437360911
12005521420.1119,1.38889232586508
15145813464.7931,0.970218580533991
19107513741.6373,0.30143265987368
24105478536.0679,0.437896565930661
30410764231.801,0.363445694363065
38365327607.1011,0.256766955746116
48400571297.0871,0.115689162617253
61060740204.6741,0.204330072957031
77032437725.9385,0.128888411504992
97181862553.7454,0.0232288338735052
122601785536.315,0.0879144451643899
154670814303.232,0.092425236461757
195128159778.219,0.0233201931328714
246167959417.269,0.0441301068225651
310558272637.522,0.0371154983737329
391791201957.845,0.0702357351276317
494272281423.768,0.0147678903395187
623559403485.897,0
