X,Y
859206.367032548,0.00263232956145259
1040989.21682119,0.019135519430954
1261231.98234743,0.0656880955405744
1528071.65299317,0.650730696437517
1851366.7662751,2.09863524332533
2243061.63690298,4.81556321663112
2717627.64601678,14.0520874188796
3292597.89427451,36.2568234538669
3989214.97184165,56.7314202256996
4833215.77749842,80.6337246421439
5855782.38243583,166.368606649185
7094694.06892358,240.498929043171
8595723.10654784,232.736142801438
10414325.8337354,243.665011451105
12617691.5224957,346.024115065393
15287224.7228082,278.838604428108
18521552.7982264,187.765991756487
22440169.7677452,163.331387143964
27187851.0776617,141.340787919281
32940002.4095888,72.4492902413788
39909140.1392594,34.2944480946465
48352742.8702131,25.6254066618315
58582764.1215707,12.4653485027021
70977157.6213473,4.50191490852867
85993841.0135658,2.34435769866258
104187613.875965,2.39148413274262
126230655.093715,1.38981012875419
152937356.875818,0.825454104143464
185294412.92051,0.80939030485472
224497272.35338,0.776446828697649
271994306.248879,0.416651156437829
329540318.491515,0.337192169705025
399261377.964734,0.458702749546947
483733367.328169,0.344449707486058
586077150.410771,0.23145764959279
710073874.231185,0.191200428427467
860304665.541553,0.218783225879331
1042319883.05993,0.205820095603278
1262844178.5076,0.132239326475754
1530024942.54331,0.137329102945208
1853733314.56552,0.1192418025653
2245928877.3541,0.0537562300551924
2721101510.39462,0.0549529908221235
3296806726.39772,0.103568003504942
3994314269.31405,0.110541863668631
4839393936.65296,0.0325773918600783
5863267658.74017,0.0548191831111035
7103763010.00308,0.0451637730638249
8606710769.38877,0.0418440190996602
10427638163.5486,0.0331480289352997
12633820350.584,0.0188993783399003
15306765937.5432,0.0200356905918396
18545228360.47,0.0138712312451146
22468854384.0882,0.00420149416492
27222604516.937,0.01018081403499
32982108656.6107,0.00616738774032208
39960154832.3441,0
48414550775.0871,0
58657648765.0706,0
71067885657.5677,0
86103764439.407,0
104320793872.491,0.00487678631988341
126392012068.709,0
153132852250.937,0
185531269379.268,0
224784240687.138,0.00262705226162365
272341988659.617,0.00318285941690693
329961560295.98,0
399771742171.689,0
484351709622.264,0
586826315786.118,0
710981541012.153,0
861404367973.598,0
1043652250250.63,0.00304928961655453
1264458435491.22,0.00369442980358855
