X,Y
998033.016819409,0.0244611950216604
1209187.51117817,0.0889093978762754
1465016.09921571,0.545332586062577
1774970.50798185,1.72110604563924
2150502.17256448,4.21824933891695
2605485.3156196,10.9757473721297
3156729.53811248,32.0624298406115
3824600.8592154,54.4460675083555
4633774.15002031,74.7989552989931
5614144.7601414,142.780820808144
6801933.01775078,239.530315744848
8241022.40940487,241.244489271934
9984580.87944693,238.508372598163
12097025.1487784,337.499279311388
14656400.6258302,310.565034877582
17757264.8368451,206.831499280673
21514180.9053815,158.991177858257
26065950.1495455,152.687759572827
31580740.1725732,79.3073413617075
38262297.9068719,35.6743372290897
46357477.1558284,21.8273550769221
56165358.7425335,9.7355358948365
68048300.2143025,2.53756712599026
82445323.3403664,0.64725091640803
99888334.0111545,0.186484258131198
121021773.792216,0.0231732157834885
