X,Y
732117.795941581,0.00448594282041565
887012.434102704,0.00815255499000316
1074678.23158281,0.0460945163027755
1302048.6038691,0.143605962233498
1577523.87367198,0.640375330515773
1911281.62544019,1.83864170612351
2315652.72178243,4.26019241612737
2805576.87392792,12.3623014669432
3399154.5975255,30.8642166329963
4118315.94609002,45.1774043827918
4989630.72881891,68.5145851116026
6045290.14671906,145.302682278622
7324296.1141273,192.927208850975
8873902.20575847,187.777234548055
10751359.4658574,216.660326631658
13026031.5793284,302.456712045458
15781957.550996,240.437941175051
19120956.5725834,172.32891418049
23166389.7884169,183.377636343375
28067717.9403455,160.44999108105
34006023.276561,95.0103981329283
41200699.7342577,60.9551202804828
49917558.5685868,64.1283554474566
60478648.894801,41.237928921645
73274155.9688856,23.4870823188898
88776816.7951605,20.0460239731023
107559385.653355,20.1680860154108
130315794.818608,11.7309503131727
157886792.268747,7.62605210055886
191291003.577988,8.34668490841837
231762565.595659,6.54018298782182
280796722.306826,4.27278664547779
340205067.438782,3.05151299995716
412182474.781733,3.82784243572895
499388189.000934,2.87764599978885
605044072.884694,1.78668084452308
733053640.826525,2.15591726584401
888146276.298506,2.14171835551034
1076051961.50928,1.39400379974467
1303712974.72941,1.09020110437095
1579540376.5575,1.46499196741893
1913724761.15246,0.987668932836727
2318612753.30604,0.792551052002865
2809163161.24581,0.762722250374566
3403499637.98328,0.817172169720248
4123580269.5829,0.616860945202477
4996008828.65641,0.44094866373779
6053017665.28665,0.667800574075244
7333658548.82321,0.614358023645084
8885245456.8511,0.345585569738438
10765102615.9599,0.223441576986245
13042682376.6348,0.456069846917506
15802131168.316,0.192066602485965
19145398335.2381,0.153941494064072
23196002710.6902,0.134461415768975
28103596087.8405,0.0761996071490528
34049492187.052,0.0286514092501593
41253365390.4077,0.0462842753817984
49981366731.8554,0.0467305580179759
60555956992.6648,0.0254778176543799
73367820191.2856,0.0137191893790938
88890297618.0006,0.0103886044982481
107696875687.677,0.0151038339688002
130482373708.896,0.0121995746287597
158088614363.175,0.00369516164149397
191535525304.173,0.0179077975713408
232058820942.458,0.00542414048710032
281155656589.992,0.00328586470855422
340639941681.643,0
412709355650.941,0.0120583302775336
500026542398.254,0
605817483125.387,0.0035400929004423
733990681974.766,0
889281567851.81,0
1077427447434.76,0.0031479722553798
