X,Y
1215119.34554191,0.0390886803395138
1472202.93563307,0.148841621836649
1783677.86805341,0.633894797105141
2161051.75446851,1.72636355557514
2618266.87942714,4.98938562040859
3172215.30568623,16.2374153640283
3843362.96070465,29.9507194831547
4656505.76152207,47.3649795174146
5641685.71347026,102.338148547838
6835300.82848446,185.580419927777
8281449.86955354,205.983120626024
10033561.603628,225.305734207507
12156368.7566251,355.048450907423
14728299.5993783,341.728548465809
17844375.5229806,242.173383218723
21619721.656028,199.674068493697
26193820.2254362,197.797135765932
31735663.8035702,106.276038182271
38449998.831221,47.2021558725157
46584890.0867981,29.0459514746205
56440885.5751881,12.993058588612
68382120.4381086,3.31600219441754
82849770.1259962,0.698018247341923
100378349.866219,0.122530169072239
121615462.62038,0.0261977570506705
