X,Y
188121.918564874,0.0391914278512533
227922.995205562,0.128483908907615
276144.811512541,0.333331137105177
334568.948852756,1.11726168163939
405353.918921466,4.03360318261148
491114.911136909,9.64609803731664
595020.412243119,21.2519453203408
720909.267784931,59.840678557704
873432.510355389,133.7903406369
1058225.19453767,197.326280678065
1282114.58707741,284.802345991784
1553372.4039852,498.977062022903
1882020.41360681,464.216931393642
2280200.69633379,299.650444977741
2762624.24040175,203.992015929867
3347114.44739342,127.042663304595
4055265.62755438,35.0450494997818
4913240.81339099,7.46043292011423
5952738.36721003,3.20747795233022
7212163.09444396,1.73175267595251
8738045.13018407,0.930276106805794
10586759.02046,0.604090607626826
12826606.5106637,0.520679434444484
15540339.9908738,0.345176560531729
18828219.8281498,0.214510728440683
22811718.5406057,0.205295133262044
27638008.666003,0.164055665983112
33485400.1316191,0.102588402537048
40569928.0119952,0.0873935842302454
49153334.0628736,0.0682360344129115
59552736.9134624,0.045612566391974
72152348.1875631,0.0518089188037292
87417667.4120663,0.0376620992668716
105912680.151467,0.0405602614215755
128320694.762882,0.0092140541823062
155469587.59688,0.0148846368230316
188362389.341859,0.0225422363933794
228214342.541205,0.0273115120056521
276497799.393439,0
334996618.609153,0.00801813248818472
405872071.046325,0.00728590049449182
491742689.043763,0.0117698442665456
595781009.529951,0
721830785.134331,0.0086384974470595
874548993.729637,0
1059577893.02542,0.00951036009307644
1283753476.86384,0
1555358034.74946,0
1884426145.56305,0
2283115410.56439,0
2766155622.61747,0.00827597990286027
3351392966.44087,0.00501346717626224
4060449355.65889,0
4919521266.22139,0
5960347579.52975,0.00445814729103832
7221382192.76219,0
8749214719.12839,0
10600291766.6005,0
12843002388.705,0.00480307528579746
