X,Y
159470.65903785,0.00586279635826427
193209.970069369,0.0331482293155021
234087.529075467,0.126221611205047
283613.579821909,0.274572399220312
343617.889330048,1.04220639767935
416317.349619788,3.55088424781442
504397.881997258,8.64447237257507
611113.6698859,18.4360853803485
740407.386412148,56.4233862804116
897055.858619596,118.257463848578
1086846.54995567,173.073497564868
1316791.38127279,266.048845650822
1595385.79007775,455.855488872803
1932922.59911498,410.54097854489
2341872.29033006,281.179734287614
2837343.73364296,228.78970918518
3437642.39240746,164.672920775615
4164946.62876259,65.7796283314486
5046127.09534702,30.4903860978677
6113739.48625137,25.1059131615304
7407227.32493497,15.7066289452347
8974379.22676435,7.86001490057226
10873094.4755346,5.68379754794529
13173522.1441636,5.35518762789008
15960652.7905419,3.18144317996198
19337458.4801602,1.92171749436623
23428697.1453642,1.79444818056515
28385521.8353725,1.38870685342501
34391065.1483171,0.96637687398424
41667205.1652021,0.556495138459146
50482762.8569102,0.840979016192072
61163433.8219401,0.626568320722101
74103821.2883542,0.319261032242012
89782014.945775,0.373913719891147
108777254.230345,0.315033158270867
131791328.642373,0.205037358243568
159674505.743102,0.0955450944064111
193456944.754607,0.138911558592026
234386756.35546,0.151471050635943
283976114.812109,0.061172626438657
344057126.08387,0.0802912053590483
416849515.979238,0.109750066334922
505042639.139428,0.0604408905620481
611894838.715905,0.0384449147675876
741353827.639488,0.0665410434064511
898202539.032845,0.0376222817737923
1088235834.2896,0.0423261915080552
1318474597.39666,0.0453641131339734
1597425125.33149,0.0382343151642577
1935393397.85447,0.00868567014115555
2344865837.56555,0.0105233030209449
2840970627.61368,0.00849981672271174
3442036630.69402,0.0154471927108592
4170270558.90087,0.0218345928704536
5052577412.84665,0.00377916455463171
6121554501.61884,0.00915744971386003
7416695768.1856,0.0110948973046303
8985850914.71056,0.0201633779130638
10886993235.9593,0.0203577974081311
13190361474.3692,0.00493298196876422
15981054828.7893,0.00896498425749395
19362176990.9063,0.0144822824086752
23458645367.5026,0.00438657707881575
28421806222.3432,0
34435026246.6338,0.00321953579321241
41720467141.6762,0.00390069507454781
50547293504.3817,0
61241617260.4593,0
74198546047.8013,0
89896780684.1748,0
108916301030.647,0
131959793664.633,0
159878613019.668,0
